block_id,slice_id,filename,tree_pos,slice_number
B4,146699713,slice_209.png,456,2058
B4,146699709,slice_210.png,458,2066
B4,146699705,slice_211.png,460,2074
B4,146699701,slice_212.png,462,2082
B4,146699697,slice_213.png,464,2090
B4,146699693,slice_214.png,466,2098
B4,146699689,slice_215.png,468,2106
B4,146699685,slice_216.png,470,2114
B4,146699681,slice_217.png,471,2122
B5,146699622,slice_218.png,474,2169
B5,146699618,slice_219.png,476,2177
B5,146699614,slice_220.png,478,2185
B5,146699610,slice_221.png,480,2193
B5,146699606,slice_222.png,482,2201
B5,146699602,slice_223.png,484,2209
B5,146699594,slice_224.png,488,2225
B5,146699590,slice_225.png,490,2233
B5,146699586,slice_226.png,492,2241
B5,146699582,slice_227.png,494,2249
B5,146699578,slice_228.png,496,2257
B5,146699574,slice_229.png,498,2265
B5,146699570,slice_230.png,500,2273
B5,146699566,slice_231.png,502,2281
B5,146699562,slice_232.png,504,2289
B5,146699550,slice_233.png,510,2313
B5,146699546,slice_234.png,512,2321
B5,146699542,slice_235.png,514,2329
B5,146699538,slice_236.png,516,2337
B5,146699534,slice_237.png,518,2345
B5,146699530,slice_238.png,520,2353
B5,146699526,slice_239.png,522,2361
B5,146699522,slice_240.png,524,2369
B5,146699518,slice_241.png,526,2377
B5,146699510,slice_242.png,530,2393
B5,146699506,slice_243.png,532,2401
B5,146699502,slice_244.png,534,2409
B5,146699498,slice_245.png,536,2417
B5,146699494,slice_246.png,538,2425
B5,146699490,slice_247.png,540,2433
B5,146699486,slice_248.png,542,2441
B5,146699482,slice_249.png,544,2449
B5,146699478,slice_250.png,546,2457
B5,146699474,slice_251.png,548,2465
B5,146699470,slice_252.png,550,2473
B6,146699404,slice_253.png,554,2536
B6,146699400,slice_254.png,556,2544
B6,146699396,slice_255.png,558,2552
B6,146699392,slice_256.png,560,2560
B6,146699384,slice_257.png,564,2576
B6,146699380,slice_258.png,566,2584
B6,146699376,slice_259.png,568,2592
B6,146699372,slice_260.png,570,2600
B6,146699368,slice_261.png,572,2608
B6,146699364,slice_262.png,574,2616
B6,146699360,slice_263.png,576,2624
B6,146699352,slice_264.png,580,2640
B6,146699348,slice_265.png,582,2648
B6,146699344,slice_266.png,584,2656
B6,146699340,slice_267.png,586,2664
B6,146699336,slice_268.png,588,2672
B6,146699328,slice_269.png,592,2688
B6,146699324,slice_270.png,594,2696
B6,146699320,slice_271.png,596,2704
B6,146699316,slice_272.png,598,2712
B6,146699312,slice_273.png,600,2720
B6,146699296,slice_274.png,608,2752
B6,146699292,slice_275.png,610,2760
B6,146699284,slice_276.png,614,2776
B6,146699280,slice_277.png,616,2784
B6,146699276,slice_278.png,618,2792
B6,146699268,slice_279.png,622,2808
B6,146699256,slice_280.png,628,2832
B6,146699252,slice_281.png,630,2840
B6,146699248,slice_282.png,632,2848
B6,146699244,slice_283.png,634,2856
B6,146699240,slice_284.png,636,2864
B6,146699236,slice_285.png,638,2872
B6,146699232,slice_286.png,640,2880
